,0
12612,180
12613,90
12614,180
12615,90
12616,180
12617,90
12618,270
12619,90
12620,90
12621,0
12622,180
12623,90
12624,0
12625,90
12626,90
12627,360
12628,90
12629,90
12630,90
12631,20
12632,180
12633,20
12634,20
12635,20
12636,20
12637,150
12638,183
12639,183
12640,80
12641,720
12642,720
12643,30
12644,30
12645,30
12646,30
12647,30
12648,30
12649,30
12650,170
12651,60
12652,180
12653,60
12654,180
12655,60
12656,30
12657,30
12658,30
12659,30
12660,30
12661,30
12662,30
12663,170
12664,60
12665,180
12666,60
12667,150
12668,30
12669,30
12670,30
12671,170
12672,50
12673,150
12674,30
12675,30
12676,30
12677,170
12678,50
12679,240
12680,180
12681,60
12682,180
12683,60
12684,170
12685,50
12686,230
12687,30
12688,30
12689,30
12690,30
12691,30
12692,30
12693,30
12694,170
12695,60
12696,180
12697,60
12698,240
12699,60
12700,60
12701,60
12702,50
12703,60
12704,60
12705,60
12706,50
12707,60
12708,60
12709,60
12710,50
12711,20
12712,220
12713,60
12714,60
12715,60
12716,50
12717,60
12718,60
12719,60
12720,50
12721,60
12722,60
12723,60
12724,50
12725,221
12726,30
12727,30
12728,30
12729,30
12730,30
12731,30
12732,30
12733,30
12734,170
12735,60
12736,180
12737,60
12738,180
12739,60
12740,480
12741,240
12742,230
12743,30
12744,30
12745,30
12746,30
12747,30
12748,30
12749,30
12750,170
12751,60
12752,180
12753,60
12754,150
12755,30
12756,30
12757,30
12758,170
12759,50
12760,180
12761,60
12762,170
12763,50
12764,23
12765,23
12766,140
12767,30
12768,30
12769,420
12770,60
12771,180
12772,60
12773,180
12774,30
12775,30
12776,180
12777,60
12778,230
12779,23
12780,23
12781,23
12782,23
12783,23
12784,23
12785,23
12786,23
12787,23
12788,23
12789,23
12790,20
12791,30
12792,30
12793,30
12794,30
12795,30
12796,30
12797,30
12798,120
12799,30
12800,30
12801,30
12802,30
12803,30
12804,30
12805,30
12806,30
12807,120
12808,30
12809,30
12810,30
12811,30
12812,30
12813,30
12814,30
12815,30
12816,120
12817,30
12818,30
12819,30
12820,30
12821,30
12822,30
12823,30
12824,30
12825,170
12826,50
12827,180
12828,60
12829,23
12830,23
12831,23
12832,23
12833,23
12834,80
12835,30
12836,30
12837,240
12838,60
12839,60
12840,60
12841,50
12842,60
12843,60
12844,60
12845,50
12846,60
12847,60
12848,60
12849,50
12850,240
12851,170
12852,50
12853,180
12854,60
12855,23
12856,23
12857,23
12858,23
12859,23
12860,23
12861,23
12862,23
12863,50
12864,230
12865,30
12866,30
12867,30
12868,30
12869,30
12870,30
12871,30
12872,30
12873,240
12874,30
12875,30
12876,30
12877,30
12878,30
12879,30
12880,30
12881,30
12882,240
12883,30
12884,30
12885,30
12886,30
12887,30
12888,30
12889,30
12890,30
12891,30
12892,30
12893,30
12894,30
12895,30
12896,30
12897,30
12898,30
12899,30
12900,30
12901,30
12902,30
12903,30
12904,30
12905,30
12906,30
12907,180
12908,60
12909,180
12910,60
12911,180
12912,60
12913,180
12914,60
12915,170
12916,60
12917,180
12918,60
12919,230
12920,23
12921,23
12922,23
12923,23
12924,23
12925,23
12926,23
12927,23
12928,23
12929,23
12930,23
12931,23
12932,960
12933,30
12934,30
12935,30
12936,30
12937,30
12938,30
12939,30
12940,30
12941,23
12942,23
12943,130
12944,60
12945,23
12946,23
12947,140
12948,60
12949,240
12950,23
12951,23
12952,130
12953,60
12954,140
12955,30
12956,30
12957,30
12958,60
12959,60
12960,60
12961,60
12962,240
12963,480
12964,240
12965,240
12966,480
12967,240
12968,240
12969,240
12970,230
12971,240
12972,150
12973,30
12974,30
12975,30
12976,180
12977,60
12978,240
12979,240
12980,240
12981,480
12982,240
12983,240
12984,180
12985,50
12986,180
12987,50
12988,240
12989,180
12990,50
12991,180
12992,50
12993,180
12994,30
12995,30
12996,30
12997,30
12998,30
12999,30
13000,30
13001,30
13002,170
13003,60
13004,180
13005,60
13006,180
13007,60
13008,480
13009,480
13010,240
13011,480
13012,240
13013,240
13014,720
13015,180
13016,50
13017,240
13018,240
13019,258
13020,180
13021,50
13022,180
13023,50
13024,240
13025,180
13026,50
13027,180
13028,50
13029,240
13030,180
13031,50
13032,180
13033,50
13034,180
13035,30
13036,30
13037,30
13038,30
13039,30
13040,30
13041,30
13042,30
13043,480
13044,240
13045,180
13046,50
13047,180
13048,50
13049,230
13050,170
13051,60
13052,170
13053,60
13054,230
13055,240
13056,240
13057,240
13058,50
13059,180
13060,60
13061,180
13062,50
13063,180
13064,60
13065,180
13066,60
13067,180
13068,45
13069,230
13070,230
13071,960
13072,240
13073,480
13074,30
13075,30
13076,30
13077,30
13078,30
13079,30
13080,30
13081,30
13082,240
13083,30
13084,30
13085,30
13086,30
13087,30
13088,30
13089,30
13090,30
13091,240
13092,0
13093,60
13094,180
13095,60
13096,240
13097,240
13098,0
13099,480
13100,240
13101,180
13102,50
13103,180
13104,50
13105,240
13106,180
13107,50
13108,180
13109,50
13110,240
13111,30
13112,30
13113,30
13114,30
13115,30
13116,30
13117,30
13118,30
13119,170
13120,60
13121,60
13122,240
13123,240
13124,720
13125,180
13126,60
13127,180
13128,60
13129,180
13130,60
13131,240
13132,180
13133,50
13134,180
13135,60
13136,0
13137,180
13138,50
13139,180
13140,50
13141,240
13142,180
13143,50
13144,180
13145,50
13146,240
13147,30
13148,30
13149,30
13150,30
13151,30
13152,30
13153,30
13154,240
13155,180
13156,50
13157,180
13158,50
13159,240
13160,170
13161,50
13162,180
13163,60
13164,240
13165,240
13166,240
13167,240
13168,60
13169,180
13170,60
13171,180
13172,60
13173,180
13174,60
13175,180
13176,60
13177,0
13178,60
13179,230
13180,230
13181,960
13182,30
13183,30
13184,30
13185,30
13186,30
13187,30
13188,30
13189,30
13190,23
13191,23
13192,130
13193,60
13194,23
13195,23
13196,140
13197,60
13198,170
13199,60
13200,180
13201,60
13202,240
13203,240
13204,150
13205,30
13206,30
13207,30
13208,480
13209,420
13210,30
13211,30
13212,180
13213,60
13214,180
13215,60
13216,180
13217,60
13218,180
13219,60
13220,180
13221,60
13222,180
13223,60
13224,240
13225,240
13226,30
13227,30
13228,30
13229,30
13230,30
13231,30
13232,30
13233,30
13234,20
13235,20
13236,130
13237,60
13238,20
13239,20
13240,140
13241,60
13242,150
13243,30
13244,30
13245,30
13246,180
13247,60
13248,180
13249,60
13250,240
13251,30
13252,30
13253,30
13254,30
13255,30
13256,30
13257,30
13258,30
13259,120
13260,30
13261,30
13262,30
13263,30
13264,30
13265,30
13266,30
13267,30
13268,120
13269,30
13270,30
13271,30
13272,30
13273,30
13274,30
13275,30
13276,30
13277,180
13278,60
13279,240
13280,240
13281,180
13282,60
13283,180
13284,60
13285,180
13286,60
13287,180
13288,56
13289,30
13290,30
13291,30
13292,30
13293,30
13294,30
13295,30
13296,30
13297,180
13298,60
13299,180
13300,60
13301,180
13302,60
13303,240
13304,253
13305,180
13306,60
13307,180
13308,60
13309,235
13310,30
13311,30
13312,30
13313,30
13314,30
13315,30
13316,30
13317,30
13318,170
13319,60
13320,180
13321,60
13322,180
13323,60
13324,180
13325,60
13326,480
13327,242
13328,60
13329,62
13330,59
13331,41
13332,60
13333,60
13334,54
13335,50
13336,65
13337,60
13338,66
13339,50
13340,219
13341,60
13342,60
13343,60
13344,50
13345,60
13346,60
13347,60
13348,50
13349,60
13350,60
13351,60
13352,50
13353,240
13354,60
13355,60
13356,60
13357,50
13358,60
13359,60
13360,60
13361,50
13362,60
13363,60
13364,60
13365,60
13366,0
13367,30
13368,30
13369,30
13370,30
13371,30
13372,30
13373,30
13374,30
13375,240
13376,30
13377,30
13378,30
13379,30
13380,30
13381,30
13382,30
13383,30
13384,120
13385,240
13386,30
13387,30
13388,30
13389,30
13390,30
13391,30
13392,30
13393,30
13394,30
13395,30
13396,30
13397,30
13398,30
13399,30
13400,30
13401,30
13402,180
13403,0
13404,150
13405,30
13406,30
13407,30
13408,240
13409,30
13410,30
13411,30
13412,30
13413,30
13414,30
13415,30
13416,30
13417,240
13418,30
13419,30
13420,30
13421,30
13422,30
13423,30
13424,30
13425,30
13426,30
13427,30
13428,30
13429,30
13430,30
13431,30
13432,30
13433,30
13434,30
13435,30
13436,30
13437,30
13438,30
13439,30
13440,30
13441,30
13442,30
13443,30
13444,30
13445,30
13446,30
13447,30
13448,30
13449,30
13450,180
13451,60
13452,180
13453,60
13454,180
13455,60
13456,180
13457,60
13458,180
13459,60
13460,180
13461,60
13462,475
13463,960
13464,60
13465,40
13466,40
13467,40
13468,40
13469,40
13470,40
13471,40
13472,40
13473,40
13474,40
13475,40
13476,40
13477,40
13478,40
13479,40
13480,40
13481,40
13482,40
13483,40
13484,40
13485,40
13486,40
13487,40
13488,40
13489,40
13490,40
13491,40
13492,40
13493,40
13494,40
13495,40
13496,40
13497,40
13498,40
13499,40
13500,40
13501,40
13502,40
13503,40
13504,40
13505,40
13506,40
13507,40
13508,40
13509,40
13510,40
13511,40
13512,40
13513,40
13514,40
13515,40
13516,40
13517,40
13518,40
13519,40
13520,40
13521,40
13522,40
13523,40
13524,40
13525,40
13526,40
13527,40
13528,40
13529,40
13530,40
13531,40
13532,40
13533,40
13534,40
13535,40
13536,40
13537,40
13538,40
13539,40
13540,40
13541,40
13542,40
13543,40
13544,40
13545,40
13546,40
13547,40
13548,40
13549,40
13550,40
13551,40
13552,40
13553,40
13554,40
13555,40
13556,40
13557,40
13558,40
13559,40
13560,40
13561,40
13562,40
13563,40
13564,40
13565,40
13566,40
13567,40
13568,40
13569,40
13570,40
13571,40
13572,40
13573,40
13574,40
13575,40
13576,40
13577,40
13578,40
13579,40
13580,40
13581,40
13582,40
13583,40
13584,40
13585,40
13586,40
13587,40
13588,40
13589,40
13590,40
13591,40
13592,40
13593,40
13594,40
13595,40
13596,40
13597,40
13598,40
13599,40
13600,40
13601,40
13602,40
13603,40
13604,40
13605,40
13606,40
13607,40
13608,40
13609,40
13610,40
13611,40
13612,40
13613,40
13614,40
13615,40
13616,40
13617,40
13618,40
13619,40
13620,40
13621,40
13622,40
13623,40
13624,40
13625,40
13626,40
13627,40
13628,40
13629,40
13630,40
13631,40
13632,40
13633,40
13634,40
13635,40
13636,40
13637,40
13638,40
13639,40
13640,40
13641,40
13642,40
13643,40
13644,40
13645,40
13646,40
13647,40
13648,40
13649,40
13650,40
13651,40
13652,40
13653,40
13654,40
13655,40
13656,40
13657,40
13658,40
13659,40
13660,40
13661,40
13662,40
13663,40
13664,40
13665,40
13666,40
13667,40
13668,40
13669,40
13670,40
13671,40
13672,40
13673,40
13674,40
13675,40
13676,40
13677,40
13678,40
13679,40
13680,40
13681,40
13682,40
13683,40
13684,40
13685,40
13686,40
13687,40
13688,40
13689,40
13690,40
13691,40
13692,40
13693,40
13694,40
13695,40
13696,40
13697,40
13698,40
13699,40
13700,40
13701,40
13702,40
13703,40
13704,40
13705,40
13706,40
13707,40
13708,40
13709,40
13710,40
13711,40
13712,40
13713,40
13714,40
13715,40
13716,40
13717,40
13718,40
13719,40
13720,40
13721,40
13722,40
13723,40
13724,40
13725,40
13726,40
13727,40
13728,40
13729,40
13730,40
13731,40
13732,40
13733,40
13734,40
13735,40
13736,40
13737,40
13738,40
13739,40
13740,40
13741,40
13742,40
13743,40
13744,40
13745,40
13746,40
13747,40
13748,40
13749,40
13750,40
13751,40
13752,40
13753,40
13754,40
13755,40
13756,40
13757,40
13758,40
13759,40
13760,40
13761,40
13762,40
13763,40
13764,40
13765,40
13766,40
13767,40
13768,40
13769,40
13770,40
13771,40
13772,40
13773,40
13774,40
13775,40
13776,40
13777,40
13778,40
13779,40
13780,40
13781,40
13782,40
13783,40
13784,40
13785,40
13786,40
13787,40
13788,40
13789,40
13790,40
13791,40
13792,40
13793,40
13794,40
13795,40
13796,40
13797,40
13798,40
13799,40
13800,40
13801,40
13802,40
13803,40
13804,120
13805,40
13806,40
13807,40
13808,40
13809,40
13810,40
13811,40
13812,40
13813,40
13814,160
13815,40
13816,40
13817,40
13818,40
13819,40
13820,40
13821,40
13822,40
13823,40
13824,40
13825,40
13826,40
13827,40
13828,40
13829,40
13830,40
13831,40
13832,40
13833,40
13834,40
13835,40
13836,40
13837,40
13838,40
13839,40
13840,40
13841,40
13842,40
13843,40
13844,40
13845,40
13846,40
13847,40
13848,40
13849,40
13850,40
13851,40
13852,40
13853,40
13854,40
13855,40
13856,40
13857,40
13858,40
13859,40
13860,40
13861,40
13862,40
13863,40
13864,40
13865,40
13866,40
13867,40
13868,40
13869,40
13870,40
13871,40
13872,40
13873,40
13874,40
13875,40
13876,40
13877,40
13878,40
13879,40
13880,40
13881,40
13882,40
13883,40
13884,40
13885,40
13886,40
13887,40
13888,40
13889,40
13890,40
13891,40
13892,40
13893,40
13894,40
13895,40
13896,40
13897,40
13898,40
13899,40
13900,40
13901,40
13902,40
13903,40
13904,40
13905,40
13906,40
13907,40
13908,40
13909,40
13910,40
13911,40
13912,40
13913,40
13914,40
13915,40
13916,40
13917,40
13918,40
13919,40
13920,40
13921,40
13922,40
13923,40
13924,40
13925,40
13926,40
13927,40
13928,40
13929,40
13930,40
13931,40
13932,40
13933,40
13934,40
13935,40
13936,40
13937,40
13938,40
13939,40
13940,40
13941,40
13942,40
13943,40
13944,40
13945,40
13946,40
13947,40
13948,40
13949,40
13950,40
13951,40
13952,40
13953,40
13954,40
13955,40
13956,40
13957,40
13958,40
13959,40
13960,40
13961,40
13962,40
13963,40
13964,40
13965,40
13966,40
13967,40
13968,40
13969,40
13970,40
13971,40
13972,40
13973,40
13974,40
13975,40
13976,40
13977,40
13978,40
13979,160
13980,40
13981,40
13982,40
13983,40
13984,40
13985,40
13986,40
13987,40
13988,120
13989,40
13990,40
13991,40
13992,40
13993,40
13994,40
13995,40
13996,40
13997,40
13998,160
13999,40
14000,40
14001,40
14002,40
14003,40
14004,40
14005,40
14006,40
14007,40
14008,40
14009,40
14010,40
14011,40
14012,40
14013,40
14014,40
14015,40
14016,40
14017,40
14018,40
14019,40
14020,40
14021,40
14022,40
14023,40
14024,40
14025,40
14026,40
14027,40
14028,40
14029,40
14030,40
14031,40
14032,40
14033,40
14034,720
14035,240
14036,240
14037,240
14038,240
14039,480
14040,0
14041,0
14042,240
14043,240
14044,240
14045,240
14046,0
14047,480
14048,480
14049,480
14050,115
14051,115
14052,115
14053,115
14054,115
14055,115
14056,115
14057,115
14058,115
14059,115
14060,115
14061,115
14062,115
14063,115
14064,115
14065,115
14066,115
14067,115
14068,115
14069,115
14070,115
14071,115
14072,115
14073,115
14074,115
14075,115
14076,115
14077,115
14078,115
14079,115
14080,115
14081,115
14082,115
14083,115
14084,115
14085,115
14086,115
14087,115
14088,115
14089,115
14090,240
14091,115
14092,115
14093,115
14094,115
14095,115
14096,115
14097,115
14098,115
14099,115
14100,115
14101,115
14102,115
14103,115
14104,240
14105,115
14106,115
14107,115
14108,115
14109,115
14110,115
14111,115
14112,115
14113,115
14114,115
14115,115
14116,115
14117,115
14118,115
14119,115
14120,115
14121,115
14122,115
14123,115
14124,115
14125,115
14126,115
14127,115
14128,115
14129,115
14130,115
14131,115
14132,115
14133,115
14134,240
14135,115
14136,115
14137,115
14138,115
14139,115
14140,115
14141,115
14142,115
14143,115
14144,115
14145,115
14146,115
14147,115
14148,115
14149,115
14150,115
14151,115
14152,115
14153,115
14154,115
14155,115
14156,360
14157,40
14158,40
14159,360
14160,40
14161,40
14162,120
14163,120
14164,120
14165,120
14166,120
14167,120
14168,120
14169,120
14170,120
14171,120
14172,120
14173,120
14174,120
14175,120
14176,120
14177,120
14178,120
14179,120
14180,120
14181,120
14182,120
14183,120
14184,120
14185,120
14186,120
14187,120
14188,120
14189,120
14190,120
14191,120
14192,120
14193,120
14194,120
14195,120
14196,120
14197,1070
14198,120
14199,120
14200,120
14201,120
14202,120
14203,120
14204,120
14205,123
14206,360
14207,120
14208,120
14209,240
14210,120
14211,480
14212,120
14213,120
14214,120
14215,120
14216,360
14217,120
14218,120
14219,160
14220,120
14221,40
14222,40
14223,360
14224,120
14225,120
14226,120
14227,120
14228,40
14229,40
14230,390
14231,120
14232,120
14233,123
14234,40
14235,40
14236,120
14237,240
14238,240
14239,240
14240,240
14241,480
14242,480
14243,0
14244,0
14245,240
14246,480
14247,480
14248,960
14249,480
14250,240
14251,240
14252,480
14253,240
14254,240
14255,0
14256,120
14257,240
14258,240
14259,240
14260,480
14261,240
14262,240
14263,0
14264,120
14265,240
14266,240
14267,0
14268,240
14269,0
14270,120
14271,240
14272,240
14273,480
14274,240
14275,120
14276,120
14277,480
14278,240
14279,240
14280,480
14281,480
14282,960
14283,240
14284,240
14285,0
14286,120
14287,240
14288,240
14289,240
14290,240
14291,240
14292,360
14293,480
14294,60
14295,60
14296,240
14297,240
14298,240
14299,240
14300,240
14301,0
14302,240
14303,120
14304,240
14305,240
14306,240
14307,240
14308,240
14309,240
14310,0
14311,240
14312,120
14313,240
14314,240
14315,240
14316,240
14317,960
14318,240
14319,240
14320,120
14321,120
14322,120
14323,120
14324,720
14325,240
14326,120
14327,120
14328,480
14329,240
14330,240
14331,120
14332,120
14333,240
14334,240
14335,240
14336,0
14337,240
14338,1440
14339,240
14340,240
14341,480
14342,120
14343,120
14344,240
14345,240
14346,240
14347,240
14348,720
14349,0
14350,120
14351,240
14352,240
14353,240
14354,240
14355,120
14356,120
14357,960
14358,240
14359,360
14360,480
14361,60
14362,60
14363,240
14364,240
14365,240
14366,240
14367,240
14368,720
14369,0
14370,120
14371,120
14372,120
14373,720
14374,240
14375,240
14376,240
14377,240
14378,480
14379,120
14380,120
14381,120
14382,120
14383,720
14384,240
14385,240
14386,240
14387,1440
14388,960
14389,240
14390,480
14391,240
14392,240
14393,240
14394,240
14395,480
14396,240
14397,480
14398,240
14399,480
14400,720
14401,720
14402,240
14403,240
14404,480
14405,480
14406,120
14407,240
14408,120
14409,720
14410,960
14411,240
14412,240
14413,240
14414,480
14415,0
14416,120
14417,120
14418,120
14419,840
14420,240
14421,240
14422,240
14423,240
14424,240
14425,240
14426,360
14427,480
14428,480
14429,60
14430,60
14431,60
14432,60
14433,240
14434,240
14435,240
14436,240
14437,240
14438,240
14439,240
14440,480
14441,480
14442,240
14443,0
14444,240
14445,120
14446,240
14447,240
14448,240
14449,240
14450,240
14451,240
14452,240
14453,480
14454,480
14455,240
14456,0
14457,240
14458,120
14459,240
14460,240
14461,240
14462,240
14463,240
14464,240
14465,240
14466,240
14467,240
14468,720
14469,240
14470,240
14471,240
14472,480
14473,480
14474,960
14475,240
14476,960
14477,720
14478,240
14479,240
14480,480
14481,480
14482,240
14483,240
14484,240
14485,480
14486,480
14487,120
14488,120
14489,120
14490,120
14491,0
14492,720
14493,240
14494,240
14495,240
14496,480
14497,120
14498,120
14499,120
14500,120
14501,480
14502,240
14503,240
14504,240
14505,240
14506,240
14507,240
14508,240
14509,240
14510,480
14511,120
14512,240
14513,480
14514,120
14515,240
14516,240
14517,240
14518,240
14519,240
14520,240
14521,240
14522,240
14523,240
14524,240
14525,0
14526,480
14527,120
14528,240
14529,240
14530,240
14531,240
14532,240
14533,480
14534,0
14535,120
14536,240
14537,240
14538,240
14539,240
14540,240
14541,0
14542,480
14543,120
14544,240
14545,240
14546,240
14547,240
14548,240
14549,0
14550,0
14551,120
14552,120
14553,240
14554,240
14555,0
14556,240
14557,960
14558,480
14559,240
14560,0
14561,120
14562,720
14563,240
14564,240
14565,480
14566,480
14567,480
14568,0
14569,120
14570,480
14571,240
14572,0
14573,240
14574,480
14575,240
14576,240
14577,240
14578,480
14579,120
14580,0
14581,120
14582,120
14583,240
14584,240
14585,240
14586,0
14587,240
14588,240
14589,240
14590,240
14591,240
14592,480
14593,480
14594,0
14595,0
14596,120
14597,120
14598,720
14599,240
14600,240
14601,240
14602,240
14603,240
14604,240
14605,240
14606,0
14607,480
14608,240
14609,120
14610,120
14611,120
14612,720
14613,240
14614,240
14615,240
14616,240
14617,240
14618,240
14619,240
14620,480
14621,480
14622,0
14623,0
14624,120
14625,120
14626,720
14627,240
14628,240
14629,240
14630,240
14631,240
14632,240
14633,240
14634,0
14635,0
14636,240
14637,240
14638,120
14639,120
14640,240
14641,240
14642,240
14643,120
14644,240
14645,240
14646,120
14647,120
14648,240
14649,240
14650,240
14651,0
14652,120
14653,240
14654,120
14655,120
14656,240
14657,240
14658,120
14659,120
14660,240
14661,240
14662,120
14663,120
14664,600
14665,240
14666,120
14667,240
14668,120
14669,960
14670,240
14671,120
14672,120
14673,120
14674,120
14675,120
14676,1080
14677,240
14678,240
14679,960
14680,120
14681,120
14682,120
14683,120
14684,240
14685,120
14686,480
14687,120
14688,120
14689,960
14690,120
14691,120
14692,240
14693,120
14694,120
14695,1080
14696,240
14697,240
14698,960
14699,120
14700,120
14701,120
14702,120
14703,240
14704,120
14705,480
14706,120
14707,120
14708,960
14709,120
14710,120
14711,240
14712,120
14713,120
14714,960
14715,240
14716,240
14717,960
14718,120
14719,120
14720,120
14721,120
14722,240
14723,120
14724,480
14725,120
14726,120
14727,960
14728,120
14729,120
14730,240
14731,120
14732,120
14733,960
14734,240
14735,240
14736,960
14737,120
14738,120
14739,120
14740,120
14741,240
14742,120
14743,480
14744,120
14745,120
14746,480
14747,720
14748,120
14749,240
14750,120
14751,120
14752,240
14753,480
14754,240
14755,240
14756,480
14757,240
14758,480
14759,240
14760,240
14761,240
14762,480
14763,480
14764,240
14765,600
14766,480
14767,120
14768,0
14769,120
14770,240
14771,120
14772,120
14773,240
14774,600
14775,240
14776,0
14777,120
14778,240
14779,240
14780,0
14781,240
14782,240
14783,120
14784,120
14785,240
14786,240
14787,480
14788,0
14789,480
14790,120
14791,240
14792,120
14793,240
14794,240
14795,120
14796,120
14797,240
14798,240
14799,120
14800,120
14801,480
14802,0
14803,120
14804,120
14805,120
14806,960
14807,240
14808,240
14809,240
14810,960
14811,240
14812,240
14813,0
14814,0
14815,120
14816,120
14817,480
14818,240
14819,240
14820,120
14821,120
14822,120
14823,120
14824,960
14825,480
14826,240
14827,240
14828,120
14829,120
14830,120
14831,120
14832,240
14833,240
14834,240
14835,240
14836,120
14837,120
14838,240
14839,240
14840,240
14841,480
14842,480
14843,120
14844,0
14845,120
14846,120
14847,240
14848,240
14849,240
14850,240
14851,240
14852,240
14853,240
14854,240
14855,240
14856,241
14857,0
14858,240
14859,480
14860,120
14861,720
14862,240
14863,1
14864,240
14865,240
14866,240
14867,240
14868,240
14869,480
14870,0
14871,120
14872,0
14873,120
14874,120
14875,240
14876,240
14877,240
14878,0
14879,240
14880,240
14881,240
14882,240
14883,241
14884,240
14885,0
14886,1
14887,240
14888,480
14889,120
14890,480
14891,240
14892,240
14893,240
14894,240
14895,240
14896,0
14897,240
14898,240
14899,240
14900,0
14901,120
14902,720
14903,240
14904,240
14905,240
14906,240
14907,480
14908,480
14909,240
14910,240
14911,0
14912,120
14913,720
14914,240
14915,240
14916,240
14917,240
14918,720
14919,720
14920,240
14921,120
14922,120
14923,120
14924,120
14925,960
14926,480
14927,240
14928,120
14929,120
14930,240
14931,0
14932,480
14933,240
14934,480
14935,480
14936,960
14937,240
14938,960
14939,960
14940,240
14941,0
14942,120
14943,480
14944,240
14945,240
14946,960
14947,960
14948,0
14949,960
14950,115
14951,115
14952,115
14953,115
14954,115
14955,60
14956,60
14957,60
14958,60
14959,180
14960,24
14961,24
14962,24
14963,24
14964,24
14965,24
14966,24
14967,24
14968,24
14969,24
14970,22
14971,300
14972,60
14973,60
14974,60
14975,60
14976,60
14977,60
14978,60
14979,120
14980,180
14981,60
14982,60
14983,55
14984,60
14985,60
14986,60
14987,55
14988,60
14989,60
14990,60
14991,60
14992,180
14993,240
14994,120
14995,180
14996,60
14997,60
14998,60
14999,60
15000,60
15001,60
15002,60
15003,240
15004,600
15005,120
15006,120
15007,120
15008,120
15009,120
15010,60
15011,60
15012,60
15013,60
15014,180
15015,155
15016,20
15017,20
15018,20
15019,20
15020,230
15021,180
15022,150
15023,20
15024,20
15025,20
15026,20
15027,230
15028,180
15029,150
15030,20
15031,20
15032,20
15033,20
15034,840
15035,120
15036,120
15037,120
15038,120
15039,120
15040,60
15041,60
15042,60
15043,60
15044,180
15045,24
15046,24
15047,24
15048,24
15049,24
15050,24
15051,24
15052,24
15053,24
15054,24
15055,24
15056,120
15057,180
15058,60
15059,60
15060,60
15061,60
15062,60
15063,60
15064,60
15065,60
15066,60
15067,120
15068,60
15069,60
15070,60
15071,60
15072,60
15073,60
15074,60
15075,60
15076,60
15077,60
15078,50
15079,60
15080,60
15081,60
15082,50
15083,60
15084,60
15085,60
15086,60
15087,300
15088,60
15089,60
15090,50
15091,60
15092,60
15093,60
15094,50
15095,1020
15096,60
15097,60
15098,60
15099,60
15100,60
15101,60
15102,60
15103,20
15104,20
15105,260
15106,64
15107,65
15108,57
15109,69
15110,63
15111,65
15112,58
15113,120
15114,120
15115,120
15116,120
15117,120
15118,120
15119,60
15120,60
15121,60
15122,60
15123,180
15124,300
15125,60
15126,60
15127,50
15128,60
15129,60
15130,60
15131,50
15132,60
15133,60
15134,60
15135,50
15136,300
15137,60
15138,60
15139,60
15140,60
15141,60
15142,60
15143,50
15144,60
15145,60
15146,60
15147,50
15148,60
15149,60
15150,60
15151,50
15152,60
15153,60
15154,60
15155,50
15156,120
15157,120
15158,120
15159,120
15160,120
15161,120
15162,60
15163,60
15164,60
15165,60
15166,240
15167,360
15168,120
15169,240
15170,360
15171,180
15172,60
15173,60
15174,50
15175,60
15176,60
15177,60
15178,50
15179,60
15180,60
15181,60
15182,60
15183,60
15184,60
15185,60
15186,50
15187,60
15188,60
15189,60
15190,50
15191,60
15192,60
15193,60
15194,60
15195,60
15196,60
15197,60
15198,50
15199,60
15200,60
15201,60
15202,50
15203,60
15204,60
15205,60
15206,60
15207,180
15208,24
15209,24
15210,24
15211,24
15212,24
15213,24
15214,24
15215,24
15216,24
15217,24
15218,24
15219,300
15220,60
15221,60
15222,60
15223,60
15224,60
15225,60
15226,60
15227,120
15228,120
15229,120
15230,120
15231,120
15232,120
15233,60
15234,60
15235,180
15236,60
15237,60
15238,60
15239,60
15240,60
15241,60
15242,60
15243,60
15244,60
15245,180
15246,60
15247,60
15248,60
15249,60
15250,60
15251,60
15252,60
15253,60
15254,60
15255,180
15256,60
15257,60
15258,60
15259,60
15260,60
15261,60
15262,60
15263,60
15264,60
15265,60
15266,50
15267,60
15268,60
15269,60
15270,50
15271,60
15272,60
15273,60
15274,60
15275,300
15276,60
15277,60
15278,50
15279,60
15280,60
15281,60
15282,60
15283,0
15284,60
15285,60
15286,60
15287,60
15288,60
15289,60
15290,60
15291,1440
15292,60
15293,60
15294,60
15295,60
15296,60
15297,60
15298,660
15299,540
15300,60
15301,60
15302,60
15303,60
15304,60
15305,60
15306,660
15307,540
15308,60
15309,60
15310,60
15311,60
15312,60
15313,60
15314,660
15315,540
15316,60
15317,60
15318,60
15319,60
15320,60
15321,60
15322,60
15323,530
15324,530
15325,60
15326,60
15327,60
15328,60
15329,60
15330,60
15331,540
15332,540
15333,120
15334,60
15335,60
15336,60
15337,60
15338,60
15339,60
15340,60
15341,60
15342,60
15343,60
15344,60
15345,60
15346,60
15347,60
15348,60
15349,480
15350,60
15351,60
15352,60
15353,60
15354,60
15355,60
15356,60
15357,30
15358,30
15359,30
15360,30
15361,30
15362,30
15363,30
15364,30
15365,30
15366,30
15367,30
15368,30
15369,30
15370,30
15371,30
15372,30
15373,30
15374,30
15375,30
15376,30
15377,30
15378,30
15379,30
15380,30
15381,30
15382,30
15383,30
15384,30
15385,30
15386,30
15387,30
15388,30
15389,30
15390,30
15391,30
15392,30
15393,30
15394,30
15395,30
15396,30
15397,30
15398,30
15399,30
15400,30
15401,30
15402,30
15403,30
15404,120
15405,480
15406,15
15407,15
15408,30
15409,30
